,Unnamed: 0,source,review_id,review_date,review_description,rating,user_name,review_title,developer_response,developer_response_date,thumbs_up,laguage_code,country_code
43,172,App Store,ea8cc65b-a284-4c5e-bb40-f907905e4dc9,2022-06-14,We went to buy a bike yesterday which was out in the sticks so not very good internet or telephone coverage so had trouble on the mobile app so rang the number which came up and got through to Andrew I can not tell you how much patience he had dealing with this inquiry with a bad phone connection and absolutely ages on the phone with us .So a big thank you Andrew without you we would of had to leave without purchasing the bike and travel back home empty handed THANK YOU again very professional and a credit to Barclays.,5,Oldcheese77,Trouble transferring to a new person.,,,,en,gb
44,179,App Store,5c80a4d7-d3dc-4e87-84be-6e33dac72bf2,2023-04-20,When I am making payments to my credit card from another bank card is asking me for all the details from my bank card which is fine and there is option to save those details for the next time. I am trying to save my details for the next time and that have never worked.( There is option to save the details but it doesn't work) It doesn't save the card details and I have to enter all the details every time when I want to do the payments. I was told to add ( link another bank account) I did that and now there is no option to remove that bank account...,3,Sgavakc,Making payments to credit card,,,,en,gb
45,186,App Store,c9765b25-ca09-4259-9596-c800ab109618,2022-09-24,"Yet again it took numerous attempts to get the app to work this is an ongoing problem!!!!  
There  Are a number of issues, sometimes it won’t open. I normally use the app to pay friends and family and little else. If it does open it then won’t let me in to make a payment, if it does let me start to make a payment in then buffers when I try to select an account, other times it will buffer when I try and select the individual I wish to pay. If I come out  and start again after two or three attempts it might work .  It is luck of the draw if I works or not, I am quite surprised if it all works first time. I have seriously considered changing banks as this can be very inconvenient and very poor service in this electronic age.",1,swinflyer,Poor service,"{'id': 32171370, 'body': ""Hi ,Thank-you for this feedback. Can you elaborate on this for me please? I'd like to help. Thanks. CM\r\n"", 'modified': '2022-09-22T12:10:33Z'}",,,en,gb
46,189,App Store,ab59ab86-ce98-4fa6-9643-6a69e1189919,2022-05-03,"The app was great until they removed the ‘Spending’ feature just at a time when checking your overall monthly spending is really important. Why remove something that was a useful customer feature to help track outgoings ? The future transactions feature also seems to have been removed. Please stop messing with it ! 
Update - Spending feature is now back. Thank you. Future transactions is available but has been buried within the app. Back up to five stars.",5,Dynamo0069,Back to being a good app,"{'id': 28782780, 'body': 'Hi there. Sorry to read you are disappointed with the absence of the spending feature. Your review will be shred with our app developers whilst we look to find a resolution. sorry to hear that you are feeling uncomfortable & lacking confidence in your experience of Live Chat. We will share this feedback with the relevant teams, with a view to improving your future experience! Thank-you for this valuable feedback. AG', 'modified': '2022-03-25T14:10:21Z'}",,,en,gb
47,210,App Store,4e25fa0c-4f4b-4588-897b-71ceca1e94dd,2022-10-31,"Had Barclays for over 18 years. Was good initially with additions plus etc. The whole technology/mobile app aspect just isn’t for Barclays. Can’t keep their app in line with your accounts. Transactions go missing for months and barclaycard is a whole different issue. Benefits or rewards have their policies change from when you get them to always downgrade. No need for a high street bank anymore as Starling, Monzo etc provide a much better 2022 experience with an app that’s built for purpose not stitched together from legacy tech stacks. Barclays still stuck in 2000 as their chat staff struggle to understand what tier 2 or 3 support is. Poor app and poor tech stack would not recommend anymore.",2,omermb8,Below par app,,,,en,gb
48,211,App Store,d61c8112-cdbb-496b-bbc8-d9926ce370a4,2022-09-25,"Statement says one thing cash machine says another, advisers don’t read messages, chat robot is a total waste of time .. i had DD cancellation of the wrong DD , I got fined & the bank won’t even talk about it , different advisors during conversations so having to repeat yourself every time , charge disputes are a waste of time , they tell you it’s being looked into , final decision is made & nobody informs you about this , i lost nearly £500 with a service i cancelled, & a advisor cancelled the wrong DD & i received £100 fine & 6 points on my driving license, no fault of mine, the wrong DD was cancelled & they won’t even talk about it , i ask them & they avoid the question.. I will be leaving this bank in a few days , what a shambles they are .. Ai world loading people, wake-up ffs",1,Sargent Mahoney,Disorganised,,,,en,gb
49,218,App Store,d680ff1e-2d72-451f-a16a-af491fc3c84a,2022-04-01,Every year for 5 years I have had the same issue in trying to set up a standing order to pay my council tax. It literally will not let me do it. Trying around 15 times then giving up and calling the bank to be told you can do this on the app you know? Really? Well why can’t I do it in the app then???? It is the most frustrating experience I have had using an app. Barclays you used to be an ok bank now I cannot get hold of anyone by telephone after 5pm I cannot set up payments like I should be able to and on top of that you are now charging me 35% when I dip into my overdraft. Kind of feel like I’m being bent over and no lubed. Been a customer for 28 years but no for much longer. Thanks for nothing.,1,Stegzillion,I have NEVER raged at an app so hard,,,,en,gb
50,226,App Store,2eea8a26-ae0c-437e-96e8-4b8e8a178d70,2022-05-03,"I have used the app for years and enjoyed the way the individual transactions are displayed - linear.  So you can understand my disappointment when I logged in to discover that all the transaction were now displayed item by item in a long list screwing down. Furthermore, the items in the main menu at the bottom of the page were once very easy and clear to read.  Now the new change in colour makes it very difficult to read the items in the main menu.  If any of the developers are reading this, can you please put the statement layout and the colour of the main menu back to what it was before.  These things did not need changing.",1,supper scam,Poor changes to the app making it difficult to read,"{'id': 29594456, 'body': 'Hi there. Thank you for your feedback, this will be passed on to our developers with the view to improve in the future. AG', 'modified': '2022-05-06T10:51:20Z'}",,,en,gb
51,231,App Store,67bd26f9-4628-4d3f-a7d4-d2a750dd2b2d,2022-10-06,"What a pointless message, when trying again later (and again later, and again later, and again later…) to pay off my credit card I continue to get the same message. If I dare to briefly flick from the Barclays app quickly to another app, when I return it dumps me back to the main accounts listing screen, preventing me from picking up where I left off, so I can’t so useful things, like looking up a new debit card number to add. Maybe I’ll copy the new card number ready to paste in, instead. Oh no, I can’t, Barclays devs have disabled the paste function. One of the most frustrating apps I’ve used in ages.",2,CarpalIOS,"Somethings gone wrong, please try again later",,,,en,gb
52,232,App Store,050c35f8-b048-4349-95b5-111807596700,2022-05-08,"For just over a month I had the amazing ability to see my upcoming transactions on my screen just under the search bar , it was brilliant as I often forget what bills are coming up when,  then my app updated and it disappeared! 😞 after speaking to you I was told how to find it in account management but it’s not the same as having it there right in front of you where it’s needed ! I’m so disappointed that it’s gone and after speaking to my daughter ,son parents ,aunt and even my 
ex husband it seems I’m not the only one please put it back on the next update !!!!",3,Seeshelley,Where’s upcoming transactions gone,"{'id': 29668842, 'body': 'Hi there. Thanks for your review & feedback. This will be shared with our app developers with a view to improving your experience in the future. Many Thanks. AG', 'modified': '2022-05-10T16:41:22Z'}",,,en,gb
53,243,App Store,07a39389-ca7f-418a-8904-51a0b9b9b21d,2023-03-13,"I have always used this app ever since it was first developed. I thought it was great. That is until I was unable to view my Barclaycard transactions on it, which seemed to disappear overnight. After many weeks of contact with Barclays I was told I would have to download the Barclaycard app and use it separately. 6 months later I now keep on being unable to see the current months transactions on the Barclaycard app. One month it actually said that I had not used my card that month. If only it had deleted my transactions for good. They reappeared 3 days later. Really thinking of using another bank permanently as unfortunately Barclays seem to be getting left behind. Sad times.",1,Nickty90,Not as efficient as it used to be!,,,,en,gb
54,244,App Store,7e777ea6-b923-4ae5-9e39-0326a52f13b1,2022-07-30,"Tried to find out why my card was declined (should not have been) the app sends you a direct call-apparently they aren’t open. Back to the app, sends a link to speak to someone…..you’ve guessed it, same number. It’s 11pm on a Saturday and I need to pay for something so ring the ‘24 hour we’re always here number’) been in a queue for 35 minutes but I’ve no choice as the app doesn’t help, if Barclays want to force everyone on line and using apps they should ensure the information contained is correct and you can get help. Abysmal customer service, no idea why I haven’t switched banks, planning to do so first thing Monday morning, and yes this will be brought up at the next shareholders meeting as I am also a Barclays shareholder.",1,Purpledtobits,Awful,,,,en,gb
55,262,App Store,681bc147-5956-49e0-a86b-84afa85e796a,2022-08-13,"The application is remarkable and quite convenient for everyday work. The truth is a small remark since I'm a new customer of this bank and I need to fix some information of my details and in the ""Contact Us"" section there is only one button ""call us"" but when you call a robot sends the application to chat, but in “Contact us” section, this button doesn't exist and I can't find it to start a chat with a support group! So where do I find this function?",5,EWA_Trader,Nice app,,,,en,gb
56,266,App Store,623dd3ec-f6fb-4894-b8e4-a27c997e3d8c,2022-09-06,"I’ve been banking with them for 1 year and there was time when I had around 10k in my account for 3 months and suddenly they block my account and asking me to provide them proof where all these money from. All they money came from my full time job when in fact an income coming in every month in my account. But some how they created a drama and asking me where the Kirby from instead of them looking themselves on the account.
Eventually managed to get my money safe…,
However they closed my account with no reasons explained at all.

Be careful!!! Try avoid because I feel they do this to a lot of people close their account and take their money which what they tried to do for me!",1,nidxl,Scam closure,,,,en,gb
57,268,App Store,db241a06-d1a4-4a0e-9252-19e3d5b8c505,2022-07-26,"This app provides all the basic functionality you’d expect from a banking app, but many features that are standard with modern banking apps are missing. To list two:

 - when viewing transactions, I’m not able to see the sort code/acct number of the receiver of the payment, only the sender (which is me, so not very helpful information)

- when sending money, the app only saves and pre fills the payment reference for the first transaction ever made to the receiver. Why not use the most recent, or provide a list of all payment references?",3,mbulldog94,"It works, but is inferior to other banking apps",,,,en,gb
58,276,App Store,9aad6d5f-a71b-4b74-87e7-f31dc03658b1,2022-04-04,Every time I have to use the Barclays app it drives me into levels of anger and fury thst are seriously unhealthy. The app is designed to save Barclay money from their wage bill while they are making billions in profit I am paying with my time so they can save money by only employing one staff member on their phone support. Companies that do this should be struck off. What happened to the days when customers were considered important. We are just numbers to exploit by faceless companies like this. Every time this app disgusts me with its useless long winded automatons directing human beings round and round in circles - should be shut down. Thank Hod for de-fi it’s going to wipe this lot off the face of the earth very soon haha hopeless soul less nasty machine,1,Sdygyugyhheujnkiddciivsth,Rage against this machine,,,,en,gb
59,283,App Store,94c1d297-9dcd-4a87-bec0-76ea315b9695,2022-03-11,The more recent updates to this app have resulting it being much harder to use. The layout for transactions has all the numbers in one column instead of two columns like a traditional bank statement. I cannot understand why they would change such a fundamental practice which has worked for years and is a standard way of presenting such information in so many financial settings. Despite being a customer for well over 20 years it actually has me considering changing bank accounts just because it’s so annoying!,3,urgh.!,Updated layout is harder to follow,"{'id': 28544685, 'body': ""Hi, thanks for letting us know that you're having issues viewing your statement within the app. I believe this issue is down to the accessibility settings on your device if you have it on large font. If you change this to normal it should correct this. We are aware of this problem and are working hard to solve it for you. Thanks, Nick"", 'modified': '2022-03-13T20:46:35Z'}",,,en,gb
60,289,App Store,24877418-13bb-4030-9902-512aaa4f8094,2022-06-16,"You don’t have any control over your regular payments list 
You can set up a standing order but you can’t amend or delete it, yet you can delete a direct debit!!
If you ring Barclays via the app, you cannot escape pointless delays like being told your account balance which if you are calling from the app is pretty annoying as the balance is there in front of you.
There are other various restriction to your account using this app but can’t recall them all. 
It really needs improvement and a focus on what customers need, not what the bank wants to give you.",3,Wulwyn1,Limited,"{'id': 30519811, 'body': 'Hi there. You can manage your standing orders in the app - \nTap Pay and transfer- manage your payments - manage standing order. Here you can change or cancel DDR and Standing orders. Hope this helps. AG', 'modified': '2022-06-23T11:54:03Z'}",,,en,gb
61,290,App Store,3ae9d701-c477-444d-92e4-3de7988f07b4,2022-03-22,"Firstly the app is excellent, easy to use and well put together but annoyingly you can not call to speak to a person any more and the chat service with AI is such a waste of time. Has Barclays never tried using it?? It’s a joke :( 

Also please add removal of payee on the mobile app, the only way I can do this is via online banking on my tablet and the last two times i have tried to to do this it would not work.",5,Soccermad 123,Used to be perfect but not going down hill :(,"{'id': 28755610, 'body': ""Hi, thanks for your positive review of our app! \n\nWe appreciate that there are challenges with the chat and are working hard to resolve these for you and others. Don't forget, you can always reach out to our social media team who can look into these for you. Thanks, Nick"", 'modified': '2022-03-24T08:27:00Z'}",,,en,gb
62,309,App Store,c8bd10f5-2e51-45bd-bacc-26dbc23778f7,2022-05-31,Today you updated your app for IOS and now most of the functions on your app know longer work. I don't normally see any issues with your app but tidays app update for me at least a lot of the functions I can't access. I can accecces Account. Majority of the regulated menus don't work and its running incredibly slow. I made a payment just now and it didn't register until 10 minutes later.,5,Hefêydd,Latest update has broken the app,,,,en,gb
63,321,App Store,40790aac-baa2-4f72-ade0-bf16a1f22691,2022-04-18,"Decent app but lacks the ability to contact Barclays for any issues, I’m unable to create a travel wallet on the app as the facility isn’t there even though my app is up to date. I gave up trying to contact Barclays as there was over half an hour on hold.

The instruction to create travel wallet is to go to cards and then click on create travel wallet? But on my app which is up to date hasn’t got this option??",5,Billyxorbi,Unable to Create Travel Wallet,"{'id': 29166584, 'body': ""Hi there. Apologies for the long wait time. What happens when you try to create a travel wallet? I'd like to help. Thanks. AG"", 'modified': '2022-04-14T08:23:13Z'}",,,en,gb
64,323,App Store,2950ea7a-da7a-47e2-8aef-095c406eb121,2023-03-16,"This app used to work fine, but now I can no longer see any statements after 2019.  I’ve tried chat (1 hour, nothing fixed), and phone (1 hour, promise to fix something, two weeks later nothing fixed), and so I’ve now reinstalled the app.  I now can’t get in at all: I have to re-register for the app, but when I try, it says it’s already registered.  It helpfully says I can use a different phone number (not an option), or use my other device to authenticate it (instructions don’t work as the option to do so on other device don’t exist).

Untested buggy mess.  I’m slightly disturbed that this company is in charge of my money!",1,nickelarse2134567897,No Statements or Recent Transactions,,,,en,gb
65,324,App Store,d237a9af-357f-4d9a-aeb5-cb28ab18aa60,2022-10-23,"The app is super slow. It takes a full 30 seconds to pay someone even if you regularly pay them. Why doesn’t the app automatically select your last used current account when you’re making a payment ? You have to choose it every single time, and every screen takes several seconds to load which makes it painfully slow. There are no shortcuts to set up for people you pay regularly… really not a great app as for the speed of usage, please optimise that!!",3,Daniel122333,Fix the slow speed and Siri Shortcuts,,,,en,gb
66,325,App Store,dfdfe47f-3fc3-4c7a-8cb7-089d93293057,2022-08-17,"The latest version of this app is completey illegal, as it doesn’t allow you to access your bank account unless you give them consent to spy on everything you do on your device. Their behaviour is abusive and against the data protection regulations. They have no right to demand access to all your sensitive personal information on your device.
This is blackmail. I should be allowed to access my bank account without giving them irrelevant personal information about my activity on my device. This app should be banned from the store. 

Barclays must immediatey withdraw this illegal app, apologise for their gross behaviour and revert back to their last legal version.",1,user97175,Illegal forceful behaviour,,,,en,gb
67,326,App Store,a14ba515-84b8-495f-8847-6d8fc9b7a345,2022-04-26,"It functions well for the basics, I just have a standard account. Big when going through my settings, there’s a setting where you can further privatise your personal data but it never works, so it’s automatically on and you are supposed to be able to turn it off but the last 4 times I tried to stop my personal data from being used it says system not working right now. So for I feel less confident, comfortable and less trusting of the intentions with this app. I’ve very protective of what data I allow to be used. But sadly Barclays are not allowing me to be more careful. Strange.",2,nellybevis,Sort of good,"{'id': 29449431, 'body': 'Hi there. Thank you for the feedback, we will pass this on to our app developers and I will get back to you shortly. Thanks. AG', 'modified': '2022-04-28T11:36:31Z'}",,,en,gb
68,353,App Store,974d8bf1-c461-4706-a180-e4254833cea6,2022-05-30,"Absolutely useless. For some inexplicable reason, they removed the option to make my Barclaycard payment. This resulted in me having to call them and spend 30 minutes on the phone listening to a moronic automated voice as well the most grating music known to man. The quality of the Bank’s service has declined dramatically and as with many other businesses, they continue to attribute their failings to the Pandemic. Pathetic.",5,NawaLondon,Useless,,,,en,gb
69,354,App Store,71261a44-2c90-466a-8de2-e3e79d169541,2022-11-18,"The Barclays app is great overall if your starting out with a new credit/debit card company. The only I think that let’s this app down is the small amount of settings. For example, if you were to change your phone number you’d have to find another way of doing it as you can’t through the app. Including Barclays new Verification system when you purchase online things your old phone number stays locked on as your main number. This app is overall great but there are so much things that just make this app a 2 star company.",2,omg_ttyler,It’s lack of setting changes in-app.,,,,en,gb
70,363,App Store,2a3ee067-a50f-4029-9341-bf96f07f5c75,2022-09-13,"The app has an implicit assumption that one has registered on the Barclays website first and knows their pin. This shows a disconnect between the web and the app. They should both be the exact same user experience in my opinion. In any case I can’t view my pin on the website as it gives some technical error and I can’t view my pin through the app as it is asking for my pin to register. 

It was a couples account and I’m very close to convincing my girlfriend that we should just stick to Monzo.",3,HonestAndObjective,New customer experience is terrible,,,,en,gb
71,366,App Store,e438b827-00e2-4895-b357-bae949932907,2022-06-12,"Your customer service needs work. It’s time consuming and It’s very stressful and annoying. I have multiplesclerosis, I forget a lot especially when I am under stress, I appreciate that we can continue our chat with your agent from where we left it from, problem? I struggle to remember exactly what my initial compliant is/was. It’s upsetting. I love Barclays. I just would like some help for people with my form of health/cognitive disability. Thank you!",5,Razia221,Mrs,"{'id': 27146640, 'body': ""Hi Razia, Thank-you for this feedback. Can you elaborate on this for me please? I'd like to help. If you want to log a complaint there's the following link showing the steps https://www.barclays.co.uk/help/making-a-complaint/how-do-i-make-a-complaint/. Thanks LC."", 'modified': '2021-12-30T14:12:39Z'}",,,en,gb
72,368,App Store,d25b42c4-642d-4c57-a586-4d928e88eec6,2022-12-23,"Amazing fast app compared to Santander for example but why oh why do you have to stretch your thumb all the way to the top left to click a left arrow to go back? You do realise the iPhone doesn’t have a back button? It does however have back edge gestures so why don’t you implement that so the customer doesn’t have to stretch a thumb/finger all the way to the top left of the screen or be forced to use two hands to navigate the app? Do this and you get 5 stars from me. Swiping in from the left edge of the screen takes you back a step on most apps such as Twitter and Reddit for example, it can’t be that hard to implement 👍🏼",1,M4NN482,Excellent app but one major flaw!,,,,en,gb
73,369,App Store,315daa14-c233-4f37-9dde-f3e35bebde52,2022-11-04,"The app is decent but has some issues

Repeatedly asking you to confirm card details when making a new payment is stupid. If I’ve just confirmed the card details then I shouldn’t need to do this again 20 seconds later when setting up another payment. 

Also the app is now mandatory for 2FA when using debit card or Barclaycard online. This means I will need to find a new bank, as being forced to use the app rather than allowing text or email confirmation is incredibly annoying",3,FXSpectre,Good but some issues,,,,en,gb
74,392,App Store,9c8406f8-2655-4883-a9a1-769bddccf126,2022-06-04,"The up and coming transaction button was a brilliant idea. I was so pleased that I didn’t have to keep trawling my account to find out what was due out. Then in the next update you took it away. To say the least I am very disappointed with this, that is why you have 4 stars instead of 5. I wanted to give you a lower score but the app is very good in all other areas. 
I never write a review but in this case I thought I would air my views.",4,tenerifesnow,A bit disappointed,,,,en,gb
75,393,App Store,47948ff5-e02c-43ea-9781-e7f12911e421,2022-04-15,"Just a nightmare to use - for instance setting up new payees requires you to jump through so many hoops for security - they seem to assume the user always has every detail to hand or committed to memory because if you ever need to change to another tab to check something like a card expiry date it wipes everything you did and forces you to start again, making it more convenient to take a screenshot and therefore making it less secure as a result. Just bad ux decisions all over - get some better product managers and qa to flag these scenarios - last time I just gave up and used starling instead which is much much better",1,ocelotspleen,Awful,,,,en,gb
76,403,App Store,0c4326e1-2459-49cd-af92-2efd39735839,2022-04-22,Great app and I would have given 5/5 but Barclays where has the spending tab gone?? It’s usually within the app so you can monitor what you spend and see each month? Have you changed this! I can’t find it anywhere but nowhere on your site does it say this feature has been taken away ? I found it very helpful to see how much my incomings total and then outgoing was … and to categorise my monthly outgoings.,4,bring back the spending tab!,Where has the spending tab gone?,,,,en,gb
77,416,App Store,c640c7b6-c76d-473a-95d4-92b4c9c0e2e6,2022-12-22,"Problem with new documents not showing in app again after this latest update. Very frustrating and last time took Barclays ages to rectify. 

This recurring problem spoils an otherwise excellent app. Documents storage, an important function, is supposed to provide easy and convenient access for customers but is instead unreliable and not useable.",4,StevieSunnyDay,Problem with documents again after latest update,,,,en,gb
78,417,App Store,fd41890f-0118-4e04-972e-904d4c552c03,2022-10-11,"I have been a Barclays customer for many a year and a couple of years ago, I was quite ready to close my account… Thankfully I didn’t when this app first came out. For the most part I have found the app to be very useful, but I have also experienced some inexplicable problems too….and they have never been resolved in my opinion - so we shall see if the ‘update’ I am currently downloading, has addressed these issues…(hence the ‘Love / hate’ title)",4,Ianrossenrode,Love hate,,,,en,gb
79,418,App Store,98b26895-38fc-450f-99ec-3a6c4448d895,2022-04-23,"Generally a pretty good app, but devs really need to stop non-optional updates without warning- at least put a listener on for whether wifi is connected. 
Not being able to use banking app at short notice out & about is problematic. Testers should have picked up on that. 
I do, however, want to commend the team for now allowing authorisation tokens to persist when the app is minimised- makes entering details much easier",4,Nom49,Devs feedback improvement read tag review,,,,en,gb
80,419,App Store,51bf0d94-05cd-43cd-a387-02d64a76f8aa,2022-04-23,"It was nagging me to upgrade but I wish I hadn't. I hate the fact that you have put extra pointless white space between accounts so that I have to scroll more to see all my data. It is pointlessly following a fashion trend which is bad for us customers. Please reduce that vertical white space! Functionality seems OK but usability has taken a nosedive.

Update: latest release is much slower - takes many seconds each time to retrieve data; it never used to struggle so much.",3,Plane Sailing,Dislike extra white space in UI,"{'id': 29449332, 'body': 'Hi there. Thank you for the feedback, we will pass this on to the relevant teams with a view to improving in the future. \n\nWe are working on improvements for app speed/responsiveness overall. However, this can be impacted by mobile network or WIFI strength, and low device storage also. Many Thanks. AG', 'modified': '2022-04-28T11:28:52Z'}",,,en,gb
81,429,App Store,d27252c7-fd46-428a-8e2b-9c88d5a6dd7c,2022-08-23,"This app started off being frustrating and not always giving what us customers wanted. But with ‘face’ login a plethora of useful options, chat and everything you need to know about your accounts it’s brill. Well done Barclays! Still loving this app. Don’t need a branch open, just pay in at Post Office and do all else on here! Thanks Barclays, makes life so easy!",5,belamba,Gets better and better,,,,en,gb
82,439,App Store,364cbcbd-5326-448a-a8d9-782d0a126cab,2022-10-12,"I agree with most of the reviews on here on the fact that this app is heads and shoulders above the offerings from other banks. I have used it for circa 20 years and it just keeps improving with every passing month/year.

I have been tempted away a few times by other banks in last 20 years, but not for long as I keep coming back… this app is a one of the key reasons why.",5,chino_o,Grateful Customer,,,,en,gb
83,457,App Store,47820cfb-df18-442c-a2fb-960ba8e6a3c3,2022-03-29,"Can I turn off the ‘upcoming transactions’ in the app? Aside if the fact that I personally don’t want this (I keep a note of what goes when…) it isn’t actually accurate… it only lists some scheduled payments and not others , so it’s of no use and is actually misleading if people use it…
It’s really annoying that it’s at the top of the screen so to see transactions I have to scroll down.

Please can I remove it??",4,newapp user,Upcoming transactions isn’t great,"{'id': 12165438, 'body': ""Hi there, I'm so sorry you're having these issues. Our tech team should be able to help if you call them on 0333 200 1014 (24/7) although it sounds as if you might have already been in touch with them. If at all possible, please ask your husband to pop through to us on Facebook Messenger or on Twitter (@BarclaysUKHelp) so we can take a closer look into this for you. -Amiee"", 'modified': '2019-12-02T17:05:43Z'}",,,en,gb
84,467,App Store,db84a20e-0327-42b3-8cc0-00ca5e1ed81f,2022-03-28,"Most of the app works well however there are two improvements I would like to see added:
1 . Not all statements visible in Barclays One (such as investment statements) show in the app.
2. The ‘your wealth overview’ section of the app does not remember your preferences. For example I prefer to view my investment performance by percentage, month to date, periodic view and I have to set this each time I log back into the app.",3,se1.lad,Generally good - however functionality for Wealth Management customers could be improved,"{'id': 28950260, 'body': 'Hi, thanks for your comments and suggestions! We will pass the feedback onto our app developers who will look into implementing this in the future. Thanks, Nick', 'modified': '2022-04-04T07:25:24Z'}",,,en,gb
85,483,App Store,ca4bc3bd-843d-41b9-990a-da16fa00e8b3,2022-02-03,"Any mobile banking app is helpful these days, however the feature of displaying your mortgage overpayment limit needs to be there. This not clear from Barclays and is a reason I get charged and early repayment charge because they do not warn of your limit on here. They just send you some information separately once a year mentioning it but say to call in if I want to check. (This is not transparent and defeats the object of mobile banking!) Can this feature be included please?",3,Adam Lacey,Features,"{'id': 25670497, 'body': ""Hi Adam, thanks for your review & feedback and we're sorry for the frustration this has caused. While our app does provide a notification regarding early repayment charges, we understand that providing the overpayment limit in the app journey itself would create a more seamless experience, so this will be shared with our app developers with a view to improving your experience in the future. KD"", 'modified': '2021-10-13T23:26:37Z'}",,,en,gb
86,497,App Store,9a0ec262-a98f-4808-83f5-334aeb44e906,2022-03-02,"Been using the Barclays app for a long time and it’s excellent. Easy to use, neat features and when there has been a problem, the Support Team have been on point to help sort things out quickly.

I’ve probably jinxed it now but hopefully, it continues this way and more features to make managing accounts even easier are coming soon.",5,Jazzpfreak,Excellent App,,,,en,gb
87,498,App Store,ccd2187f-04b0-4553-8883-ad885e7ebc1f,2022-05-01,"Still lacking basic features for Barclays Card only customers such as money in and money out notifications. 

It is also very annoying that pending payments show as processed payments and form your statement balance before they have posted on you account. If you are someone who makes regular payments then then you can attempt to make a payment but it actually turns out that the payment is still pending, so you cannot pay for a few days later even tho your have a balance.

It would also be nice to see all notification options to include push notifications not just email / text and it force you to have one selected. 

Given it’s 2022 and most people do their banking from their mobile phone these are basic features.",3,iTzHazZx,Lacking features,"{'id': 29574751, 'body': 'Hi there. Thanks for your feedback; I really appreciate your suggestion. I’ll pass this over to our developers for you. AG', 'modified': '2022-05-05T12:38:30Z'}",,,en,gb
88,507,App Store,3598ceb6-545e-4856-bfd4-411a5453ce88,2023-03-21,"Please check functionality for increasing credit limit on Barclaycard via the App - when trying to select answers to the questions to apply for a credit limit increase you cannot scroll down to the bottom of the page to press ‘done’ e.g on the ‘how many dependents’ question.

Please also work on adding notifications when a payment occurs on Barclaycard. Loved this feature on my M&S credit card.",3,betterweatherplease,Credit limit increase via app unusable,,,,en,gb
89,508,App Store,9417561b-7406-4fef-b8d7-e1d697968886,2023-03-10,"This app used to be great, but updates have made it worse over the last two years.
 I have been trying to pay in cheques for two weeks and have to go to branch to do so.
Last week the app wouldn’t allow me to take a phot of a cheque, and this week it automatically takes a photo without letting me position the camera, then shuts the app down.
If you’re going to make changes, make them a step forward instead of a step backward.",3,Rubbish 879,Getting Worse,,,,en,gb
90,521,App Store,f8173cdb-a087-4e09-9002-9c8f78105b56,2023-03-16,"It is a reliable app BUT the designers are getting carried away with themselves IMO.
I just want to logon, check balances, make payments and move money.
No I’m not interested in a wealth hub (whatever the hell that’s meant to be!🙄), no I don’t want a car loan, no I don’t want your other products shoved down my throat. Take all that off the front page and make it available, if people want it they will search. The front page should be all about business and nothing more IMO.",3,uuuuuuurgh,Starting to irritate…,,,,en,gb
91,536,App Store,952e2f5b-1929-4c72-94de-fb8c7b8e9eda,2022-12-30,Brilliant app probably the best banking app out there. However since the last iOS 16.2 upgrade the app is no longer giving any transaction alerts what so ever. I’ve checked my wife’s phone and hers is the same also various work colleagues are having the Same issue. It looks like there’s a bug maybe since the iOS upgrade needs fixing,5,Lesteruk23,iOS 16.2 Upgrade,,,,en,gb
92,546,App Store,182be0bf-d932-430c-a468-91138de3f211,2022-04-03,App had an option spending function that allowed you to keep track of the spending and compare it month to month which got removed. Absolutely fantastic idea to update an app and remove one of its best features while leaving absolutely useless ones and adding even more useless ones,5,Ravensley,Why just why??,"{'id': 29252018, 'body': ""Hi, sorry to hear your frustration around the spending tile removal. This was a temporary issue that we were aware of and should now be reinstated on your app. Please let us know if you can't see it. Thanks, Nick"", 'modified': '2022-04-19T07:20:38Z'}",,,en,gb
93,548,App Store,c9e47b6c-2059-4f0e-9b56-0bc758edc8f2,2023-03-01,"You need to improve your messaging feature. Many messages come and go without being saved on the chat (probably a bug issue). Also messages should appear in the notification (top right on home) section rather than having to go back through all the steps to find the chat. Tapping notifications from iPhone does not take you the chat directly, only takes you to the homepage.",3,Caurnalley,Overall a good app but terrible ux for chat,,,,en,gb
94,550,App Store,2196c469-e3e2-45c4-8163-8d9b7cfbfb99,2022-02-01,"Some accounts don’t work via the app so it’s pretty pointless  if you have those.  Also, functions in your profile don’t appear where the help guidance says they should so even the simplest of tasks aren’t possible via the app. All a bit pointless really - I always have to go online to try & get things done and even then the online timings for the pin sentry is so fast it keeps timing out, which I know is a security feature but it needs to be at least a little bit user friendly…Apps are supposed to make your life easier and this one definitely doesn’t",1,CLW_7374,Awful,"{'id': 27850270, 'body': ""Hi there. Thank-you for this feedback. Can you elaborate on this for me please? What features are you referring to? I'd like to help.  Thanks. AG"", 'modified': '2022-02-04T14:14:18Z'}",,,en,gb
95,600,App Store,6ad1e814-3304-46cb-b534-298f76e87e65,2023-03-27,Tried booking a holiday but for some reason Barclays blocked it making me spend nearly two hours on the phone trying to sort it out which I did I had to rebook my holiday and sort the payment without it being blocked I think for all the hassle I have had I should be given a money back guarantee for my stress.,5,Grumpy customer 2,Payment,,,,en,gb
